hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
St. Jude General Hospital,Rural,250,6,4,13,4,0.26,1,145.1,1.2
Metro Care Hospital,Urban,350,7,1,4,2,0.276,0,128.4,1.7
Metro Care Hospital,Urban,350,10,1,15,2,0.292,0,150.1,1.8
Metro Care Hospital,Urban,350,8,4,14,2,0.152,1,206.8,1.0
Riverside Medical Center,Rural,120,11,5,4,3,0.12,0,249.0,1.0
Metro Care Hospital,Urban,350,10,2,2,3,0.204,1,157.0,1.9
St. Jude General Hospital,Rural,250,1,6,22,2,0.32,0,178.2,1.3
St. Jude General Hospital,Rural,250,8,5,9,3,0.229,1,184.1,1.0
Riverside Medical Center,Rural,120,4,0,4,4,0.287,1,156.8,1.3
Riverside Medical Center,Rural,120,10,4,22,3,0.322,0,176.2,1.0
Metro Care Hospital,Urban,350,8,4,14,3,0.312,1,144.8,1.4
Valley Health Infirmary,Rural,120,6,1,17,3,0.242,1,181.9,1.1
Riverside Medical Center,Rural,120,11,1,7,2,0.244,1,140.8,1.2
Northside Community Hospital,Urban,200,9,6,20,4,0.316,1,168.0,2.0
St. Jude General Hospital,Rural,250,11,0,1,4,0.306,0,149.1,1.7
Northside Community Hospital,Urban,200,4,1,21,3,0.281,0,166.2,2.0
St. Jude General Hospital,Rural,250,2,3,7,3,0.234,1,171.1,1.6
St. Jude General Hospital,Rural,250,2,1,22,5,0.225,1,238.3,1.0
Riverside Medical Center,Rural,120,5,1,7,3,0.203,1,172.9,1.4
Riverside Medical Center,Rural,120,10,3,3,2,0.313,0,140.3,1.7
Northside Community Hospital,Urban,200,9,0,18,3,0.262,1,176.3,1.0
St. Jude General Hospital,Rural,250,12,3,22,3,0.139,1,261.3,1.0
Northside Community Hospital,Urban,200,3,4,17,4,0.175,0,217.0,1.0
Valley Health Infirmary,Rural,120,8,3,20,3,0.292,1,155.8,1.6
Northside Community Hospital,Urban,200,4,2,22,2,0.264,1,164.7,1.8
Metro Care Hospital,Urban,350,6,4,0,3,0.212,1,130.2,1.9
Northside Community Hospital,Urban,200,10,1,19,5,0.163,1,245.4,1.0
Metro Care Hospital,Urban,350,6,6,14,2,0.26,1,169.7,1.0
Metro Care Hospital,Urban,350,3,4,17,4,0.162,0,211.7,1.0
Metro Care Hospital,Urban,350,5,0,21,3,0.228,1,165.2,1.1
Valley Health Infirmary,Rural,120,12,0,11,4,0.247,0,177.2,1.2
Northside Community Hospital,Urban,200,3,3,0,3,0.25,1,138.5,1.6
Northside Community Hospital,Urban,200,11,4,6,3,0.332,1,118.5,2.7
Valley Health Infirmary,Rural,120,11,1,18,3,0.129,1,250.5,1.0
St. Jude General Hospital,Rural,250,1,0,0,5,0.173,1,235.8,1.0
Riverside Medical Center,Rural,120,7,5,23,3,0.104,1,293.3,1.0
Northside Community Hospital,Urban,200,4,1,6,3,0.165,0,209.7,1.0
Riverside Medical Center,Rural,120,7,5,1,2,0.138,0,226.1,1.0
Valley Health Infirmary,Rural,120,3,2,6,2,0.289,1,136.1,2.4
St. Jude General Hospital,Rural,250,12,5,18,4,0.184,1,244.7,1.0
St. Jude General Hospital,Rural,250,11,0,12,2,0.333,1,129.0,1.6
St. Jude General Hospital,Rural,250,5,3,23,4,0.125,1,241.4,1.0
Valley Health Infirmary,Rural,120,5,2,4,3,0.27,1,147.1,2.3
Metro Care Hospital,Urban,350,2,4,22,5,0.323,0,185.4,1.0
Metro Care Hospital,Urban,350,11,1,18,2,0.16,1,204.4,1.0
Riverside Medical Center,Rural,120,10,0,0,1,0.222,1,138.4,1.7
Metro Care Hospital,Urban,350,12,2,0,1,0.255,1,130.3,1.8
Metro Care Hospital,Urban,350,2,2,17,4,0.248,1,187.6,1.0
St. Jude General Hospital,Rural,250,4,0,23,3,0.25,0,136.1,1.6
St. Jude General Hospital,Rural,250,4,4,0,1,0.195,1,118.1,2.2
Riverside Medical Center,Rural,120,4,4,4,4,0.287,1,153.6,1.9
Northside Community Hospital,Urban,200,6,3,8,4,0.27,0,152.4,2.0
Riverside Medical Center,Rural,120,2,6,11,4,0.139,1,256.1,1.0
Riverside Medical Center,Rural,120,6,5,8,2,0.342,1,131.6,2.0
Valley Health Infirmary,Rural,120,7,4,17,3,0.218,1,199.3,1.0
Valley Health Infirmary,Rural,120,11,3,22,4,0.241,1,190.5,1.0
Riverside Medical Center,Rural,120,10,5,10,3,0.315,1,142.7,1.6
Riverside Medical Center,Rural,120,3,2,0,2,0.267,0,137.4,2.0
Riverside Medical Center,Rural,120,11,0,18,2,0.137,0,223.2,1.0
Metro Care Hospital,Urban,350,12,4,21,5,0.208,1,251.4,1.0
Valley Health Infirmary,Rural,120,8,3,9,2,0.284,0,138.3,2.4
Riverside Medical Center,Rural,120,2,2,1,4,0.243,1,206.6,1.0
St. Jude General Hospital,Rural,250,11,4,6,3,0.343,1,108.1,2.2
St. Jude General Hospital,Rural,250,8,1,19,4,0.107,1,297.4,1.0
Metro Care Hospital,Urban,350,11,6,1,3,0.18,1,173.5,2.0
Metro Care Hospital,Urban,350,5,2,18,3,0.246,0,169.0,1.0
Northside Community Hospital,Urban,200,2,4,5,3,0.233,1,177.2,1.5
Northside Community Hospital,Urban,200,7,2,9,4,0.158,1,246.6,1.0
Northside Community Hospital,Urban,200,2,0,8,3,0.28,1,157.8,1.5
Metro Care Hospital,Urban,350,6,0,7,4,0.158,1,179.5,1.0
Metro Care Hospital,Urban,350,10,6,10,3,0.12,0,237.6,1.0
Metro Care Hospital,Urban,350,3,0,8,3,0.339,1,117.0,3.4
St. Jude General Hospital,Rural,250,9,5,19,3,0.21,1,194.2,1.1
Metro Care Hospital,Urban,350,3,1,19,2,0.34,1,115.4,1.8
St. Jude General Hospital,Rural,250,11,0,8,4,0.184,1,176.2,1.0
Northside Community Hospital,Urban,200,12,1,7,1,0.095,0,272.2,1.0
Northside Community Hospital,Urban,200,12,0,14,5,0.283,1,223.6,1.1
Northside Community Hospital,Urban,200,3,5,1,5,0.312,0,206.4,1.0
Riverside Medical Center,Rural,120,5,2,23,2,0.233,1,145.1,1.4
Riverside Medical Center,Rural,120,7,4,0,2,0.114,1,247.2,1.0
Valley Health Infirmary,Rural,120,8,4,8,3,0.245,1,164.9,2.3
Valley Health Infirmary,Rural,120,12,0,8,5,0.151,0,294.2,1.0
Valley Health Infirmary,Rural,120,11,4,12,3,0.315,1,145.4,1.5
Riverside Medical Center,Rural,120,7,0,7,3,0.164,1,209.5,1.0
Riverside Medical Center,Rural,120,9,0,20,4,0.315,1,203.3,1.0
Valley Health Infirmary,Rural,120,5,6,4,2,0.218,0,167.6,1.2
Valley Health Infirmary,Rural,120,10,3,2,3,0.257,1,196.1,1.0
Metro Care Hospital,Urban,350,11,3,20,2,0.302,0,152.7,1.8
Valley Health Infirmary,Rural,120,3,6,3,3,0.129,1,245.6,1.0
Metro Care Hospital,Urban,350,6,3,16,2,0.309,1,137.2,1.7
St. Jude General Hospital,Rural,250,5,1,15,3,0.152,1,225.0,1.0
Riverside Medical Center,Rural,120,12,3,15,4,0.17,0,266.0,1.0
Valley Health Infirmary,Rural,120,4,0,19,3,0.229,1,182.0,1.3
Riverside Medical Center,Rural,120,12,5,2,3,0.303,0,203.0,1.0
Riverside Medical Center,Rural,120,2,5,5,1,0.102,1,267.0,1.0
Riverside Medical Center,Rural,120,7,2,0,3,0.22,1,180.5,1.0
St. Jude General Hospital,Rural,250,5,3,20,1,0.268,1,139.3,2.3
Northside Community Hospital,Urban,200,4,5,15,3,0.193,0,210.7,1.0
Valley Health Infirmary,Rural,120,12,3,14,2,0.17,0,211.5,1.0
Northside Community Hospital,Urban,200,8,2,6,2,0.207,1,165.0,1.0
Northside Community Hospital,Urban,200,9,5,1,1,0.163,1,181.6,1.6
Northside Community Hospital,Urban,200,9,0,9,3,0.228,1,154.0,1.0
Riverside Medical Center,Rural,120,3,1,14,3,0.296,0,164.1,1.9
Metro Care Hospital,Urban,350,3,6,5,3,0.314,0,136.6,2.4
Riverside Medical Center,Rural,120,5,6,1,1,0.209,1,172.7,1.8
Riverside Medical Center,Rural,120,5,6,23,3,0.262,1,181.2,1.5
Northside Community Hospital,Urban,200,10,3,23,3,0.12,1,241.3,1.0
Riverside Medical Center,Rural,120,2,5,16,3,0.221,1,223.8,1.0
Northside Community Hospital,Urban,200,1,5,0,4,0.321,1,178.2,1.7
Metro Care Hospital,Urban,350,8,2,0,3,0.176,1,179.9,1.3
Valley Health Infirmary,Rural,120,3,0,3,2,0.257,0,133.3,1.8
Northside Community Hospital,Urban,200,1,4,19,3,0.275,1,175.5,1.0
Metro Care Hospital,Urban,350,1,5,15,5,0.237,1,225.0,1.0
Valley Health Infirmary,Rural,120,11,1,7,3,0.216,1,176.4,2.3
St. Jude General Hospital,Rural,250,2,2,0,4,0.134,1,245.1,1.0
Northside Community Hospital,Urban,200,6,5,18,4,0.227,1,213.8,1.0
Northside Community Hospital,Urban,200,6,5,10,3,0.188,1,192.3,1.9
St. Jude General Hospital,Rural,250,3,2,16,3,0.28,1,166.8,1.6
St. Jude General Hospital,Rural,250,12,2,9,3,0.183,1,190.0,1.1
Northside Community Hospital,Urban,200,4,3,11,3,0.315,1,91.8,3.1
St. Jude General Hospital,Rural,250,12,5,8,3,0.125,1,254.9,1.0
Riverside Medical Center,Rural,120,2,4,6,4,0.181,0,213.8,1.0
Valley Health Infirmary,Rural,120,2,1,11,3,0.209,0,169.6,1.3
Valley Health Infirmary,Rural,120,7,0,14,1,0.12,1,240.3,1.0
Valley Health Infirmary,Rural,120,1,0,7,4,0.237,1,189.4,1.6
Riverside Medical Center,Rural,120,7,4,16,3,0.158,1,238.8,1.0
St. Jude General Hospital,Rural,250,12,2,4,5,0.138,1,270.0,1.0
Metro Care Hospital,Urban,350,12,2,13,3,0.13,1,255.7,1.0
St. Jude General Hospital,Rural,250,1,2,1,1,0.168,0,179.0,1.1
Northside Community Hospital,Urban,200,6,5,15,2,0.334,1,153.0,1.2
Valley Health Infirmary,Rural,120,3,2,16,4,0.127,0,297.3,1.0
St. Jude General Hospital,Rural,250,8,2,2,1,0.298,1,96.5,3.8
Metro Care Hospital,Urban,350,6,5,22,5,0.211,1,208.6,1.0
Northside Community Hospital,Urban,200,11,5,0,2,0.249,1,157.1,1.6
Riverside Medical Center,Rural,120,2,4,17,4,0.222,0,244.5,1.0
Riverside Medical Center,Rural,120,8,3,17,4,0.31,1,206.4,1.0
Metro Care Hospital,Urban,350,5,5,3,4,0.297,1,132.2,2.7
Northside Community Hospital,Urban,200,8,1,14,2,0.32,1,129.2,1.8
Valley Health Infirmary,Rural,120,8,2,18,3,0.276,0,181.3,1.3
St. Jude General Hospital,Rural,250,6,3,18,1,0.188,1,176.7,1.0
Northside Community Hospital,Urban,200,2,0,9,2,0.307,1,135.9,1.8
Riverside Medical Center,Rural,120,8,4,4,3,0.336,1,129.5,2.8
Metro Care Hospital,Urban,350,11,3,18,4,0.148,0,218.3,1.0
Metro Care Hospital,Urban,350,6,5,10,1,0.327,0,114.4,1.8
St. Jude General Hospital,Rural,250,6,2,6,5,0.273,1,181.2,1.3
Metro Care Hospital,Urban,350,8,2,4,1,0.309,1,108.4,2.5
Metro Care Hospital,Urban,350,1,2,19,3,0.318,1,165.3,1.4
Northside Community Hospital,Urban,200,2,3,11,1,0.307,1,115.1,2.6
Valley Health Infirmary,Rural,120,12,2,18,4,0.289,0,183.4,1.4
St. Jude General Hospital,Rural,250,12,5,14,2,0.115,0,267.6,1.0
Northside Community Hospital,Urban,200,9,3,11,4,0.153,0,192.0,1.0
Valley Health Infirmary,Rural,120,11,2,3,3,0.147,1,209.4,1.0
Northside Community Hospital,Urban,200,12,0,11,5,0.116,1,298.5,1.0
Northside Community Hospital,Urban,200,8,0,17,2,0.172,0,208.1,1.0
Metro Care Hospital,Urban,350,12,1,16,3,0.247,0,202.6,1.0
Valley Health Infirmary,Rural,120,7,2,18,3,0.187,1,221.3,1.0
St. Jude General Hospital,Rural,250,7,2,15,4,0.26,1,172.6,1.9
St. Jude General Hospital,Rural,250,5,3,10,3,0.309,1,127.4,2.2
Valley Health Infirmary,Rural,120,2,3,1,4,0.258,1,189.2,1.6
Metro Care Hospital,Urban,350,11,6,15,2,0.227,1,177.2,1.3
Riverside Medical Center,Rural,120,6,2,0,4,0.188,0,208.8,1.0
Northside Community Hospital,Urban,200,10,1,16,3,0.149,0,235.9,1.0
Metro Care Hospital,Urban,350,3,2,17,2,0.234,0,147.8,1.9
Valley Health Infirmary,Rural,120,4,5,12,3,0.286,0,176.8,1.0
Northside Community Hospital,Urban,200,10,3,4,4,0.246,1,176.0,1.0
St. Jude General Hospital,Rural,250,12,2,23,5,0.256,1,164.5,1.9
Riverside Medical Center,Rural,120,11,3,5,3,0.197,0,187.7,1.2
St. Jude General Hospital,Rural,250,2,2,0,4,0.125,1,251.6,1.0
Valley Health Infirmary,Rural,120,2,4,9,3,0.262,1,152.9,1.8
Northside Community Hospital,Urban,200,12,3,4,4,0.145,1,248.5,1.0
Valley Health Infirmary,Rural,120,8,1,0,1,0.241,1,167.0,1.3
Northside Community Hospital,Urban,200,8,4,22,3,0.291,1,171.9,1.7
Metro Care Hospital,Urban,350,10,5,10,1,0.152,0,171.9,1.0
Riverside Medical Center,Rural,120,6,2,23,2,0.258,1,139.6,1.9
Metro Care Hospital,Urban,350,5,6,23,3,0.279,1,172.4,1.0
Metro Care Hospital,Urban,350,8,5,6,4,0.281,1,164.9,1.6
Valley Health Infirmary,Rural,120,4,3,17,3,0.154,1,243.9,1.0
Riverside Medical Center,Rural,120,11,4,20,5,0.31,1,189.4,1.0
Northside Community Hospital,Urban,200,4,5,19,4,0.142,1,259.7,1.0
Northside Community Hospital,Urban,200,5,1,20,2,0.24,1,180.3,1.0
St. Jude General Hospital,Rural,250,1,6,9,3,0.184,1,199.5,1.0
Northside Community Hospital,Urban,200,1,3,14,3,0.147,1,263.0,1.0
Valley Health Infirmary,Rural,120,2,4,3,5,0.166,1,245.4,1.0
Metro Care Hospital,Urban,350,8,5,15,5,0.133,1,279.7,1.0
Metro Care Hospital,Urban,350,7,4,14,4,0.202,0,202.8,1.0
Metro Care Hospital,Urban,350,10,4,14,3,0.128,1,211.7,1.0
Riverside Medical Center,Rural,120,9,5,11,4,0.324,1,153.4,1.6
Northside Community Hospital,Urban,200,5,0,7,2,0.158,0,184.4,1.4
Valley Health Infirmary,Rural,120,2,2,7,2,0.3,1,145.5,1.8
Riverside Medical Center,Rural,120,7,3,17,3,0.301,1,164.9,1.2
St. Jude General Hospital,Rural,250,8,3,5,4,0.204,1,207.3,1.0
Valley Health Infirmary,Rural,120,12,6,4,5,0.214,0,225.5,1.0
Valley Health Infirmary,Rural,120,7,6,1,3,0.169,1,237.7,1.0
Valley Health Infirmary,Rural,120,7,6,11,4,0.335,0,175.6,1.0
Metro Care Hospital,Urban,350,12,3,3,4,0.259,1,168.4,1.0
Valley Health Infirmary,Rural,120,5,4,22,3,0.339,1,159.2,1.7
Northside Community Hospital,Urban,200,2,6,12,3,0.18,1,222.4,1.0
Valley Health Infirmary,Rural,120,6,5,16,3,0.323,1,164.8,1.0
Metro Care Hospital,Urban,350,4,2,15,3,0.223,0,161.7,1.1
Valley Health Infirmary,Rural,120,10,1,8,3,0.319,1,134.7,2.0
St. Jude General Hospital,Rural,250,2,3,0,3,0.128,1,248.7,1.0
St. Jude General Hospital,Rural,250,12,5,14,4,0.241,0,233.9,1.0
Metro Care Hospital,Urban,350,9,2,11,2,0.276,1,129.4,2.1
Northside Community Hospital,Urban,200,7,2,4,3,0.248,1,145.7,1.9
Northside Community Hospital,Urban,200,6,0,22,3,0.223,1,189.2,1.0
Riverside Medical Center,Rural,120,12,5,23,2,0.267,0,172.4,2.0
Metro Care Hospital,Urban,350,5,3,17,5,0.175,1,221.8,1.0
Valley Health Infirmary,Rural,120,3,6,19,2,0.257,1,202.7,1.0
Metro Care Hospital,Urban,350,12,4,1,3,0.236,0,170.0,1.8
Riverside Medical Center,Rural,120,10,6,3,4,0.193,0,227.8,1.0
Metro Care Hospital,Urban,350,10,2,14,1,0.299,0,78.0,3.2
Metro Care Hospital,Urban,350,4,2,5,4,0.139,1,230.2,1.0
Riverside Medical Center,Rural,120,3,1,21,3,0.159,1,234.2,1.0
Northside Community Hospital,Urban,200,12,6,11,1,0.2,1,185.8,1.0
Valley Health Infirmary,Rural,120,11,0,17,5,0.325,0,187.3,1.4
Riverside Medical Center,Rural,120,8,2,19,1,0.228,1,194.4,1.0
St. Jude General Hospital,Rural,250,3,2,3,3,0.314,1,125.6,2.0
Northside Community Hospital,Urban,200,7,4,0,1,0.226,0,138.3,2.9
St. Jude General Hospital,Rural,250,7,4,14,1,0.28,1,129.6,2.2
Northside Community Hospital,Urban,200,7,1,17,4,0.173,0,236.2,1.0
Valley Health Infirmary,Rural,120,7,5,13,4,0.294,1,181.0,1.5
Valley Health Infirmary,Rural,120,2,1,2,2,0.176,1,210.8,1.0
Metro Care Hospital,Urban,350,10,1,14,3,0.249,1,170.7,1.0
St. Jude General Hospital,Rural,250,3,4,4,4,0.16,1,220.6,1.0
Northside Community Hospital,Urban,200,10,6,23,4,0.332,1,156.8,2.1
Valley Health Infirmary,Rural,120,9,6,21,3,0.281,0,182.3,1.7
Riverside Medical Center,Rural,120,3,6,2,4,0.318,1,178.1,1.0
Valley Health Infirmary,Rural,120,2,5,21,3,0.143,1,280.7,1.0
Riverside Medical Center,Rural,120,9,4,6,3,0.136,1,195.8,1.0
Northside Community Hospital,Urban,200,10,0,5,5,0.198,0,196.5,1.0
Valley Health Infirmary,Rural,120,9,3,21,2,0.239,0,143.8,2.1
Valley Health Infirmary,Rural,120,4,3,0,2,0.305,1,115.6,3.0
Northside Community Hospital,Urban,200,12,0,18,3,0.197,0,231.8,1.0
Valley Health Infirmary,Rural,120,9,6,6,2,0.182,0,183.1,1.0
Riverside Medical Center,Rural,120,3,3,3,2,0.206,1,155.9,1.6
Valley Health Infirmary,Rural,120,7,5,11,4,0.254,1,192.3,1.3
St. Jude General Hospital,Rural,250,7,4,19,3,0.178,1,214.6,1.0
Metro Care Hospital,Urban,350,11,3,22,3,0.345,1,134.4,2.0
Riverside Medical Center,Rural,120,8,5,17,3,0.148,1,284.1,1.0
St. Jude General Hospital,Rural,250,10,4,8,2,0.293,0,97.4,2.9
Northside Community Hospital,Urban,200,4,5,18,3,0.256,1,190.5,1.0
Riverside Medical Center,Rural,120,3,0,21,3,0.174,1,224.2,1.0
Metro Care Hospital,Urban,350,3,1,3,2,0.293,1,99.1,2.5
Metro Care Hospital,Urban,350,12,0,0,5,0.209,1,213.7,1.0
Northside Community Hospital,Urban,200,5,3,8,3,0.277,0,133.2,1.4
Northside Community Hospital,Urban,200,11,4,14,5,0.272,0,203.3,1.0
Riverside Medical Center,Rural,120,1,5,21,2,0.108,1,289.9,1.0
Valley Health Infirmary,Rural,120,10,3,7,4,0.313,1,154.5,1.1
Northside Community Hospital,Urban,200,3,3,14,3,0.277,0,193.0,1.0
Valley Health Infirmary,Rural,120,6,1,14,4,0.3,0,170.8,1.0
St. Jude General Hospital,Rural,250,3,6,17,3,0.223,1,190.9,1.0
Metro Care Hospital,Urban,350,5,3,6,5,0.165,1,230.0,1.0
Valley Health Infirmary,Rural,120,9,1,21,3,0.195,1,219.5,1.0
Metro Care Hospital,Urban,350,2,4,17,4,0.296,0,207.0,1.0
Valley Health Infirmary,Rural,120,11,4,15,4,0.336,1,169.2,1.0
St. Jude General Hospital,Rural,250,2,5,1,4,0.192,1,227.2,1.0
Northside Community Hospital,Urban,200,12,6,3,3,0.176,1,226.9,1.0
St. Jude General Hospital,Rural,250,6,1,19,2,0.288,0,134.9,2.5
Northside Community Hospital,Urban,200,6,0,15,4,0.296,1,162.7,1.8
Northside Community Hospital,Urban,200,11,4,2,3,0.308,1,118.4,2.5
Metro Care Hospital,Urban,350,11,6,23,3,0.127,0,223.9,1.0
St. Jude General Hospital,Rural,250,8,5,22,1,0.106,0,256.8,1.0
Valley Health Infirmary,Rural,120,12,0,1,3,0.165,1,212.4,1.0
St. Jude General Hospital,Rural,250,11,4,2,3,0.155,1,183.7,1.0
Metro Care Hospital,Urban,350,2,4,4,3,0.27,1,159.4,1.6
Northside Community Hospital,Urban,200,9,5,1,3,0.243,1,172.0,1.0
Metro Care Hospital,Urban,350,2,5,18,2,0.273,1,170.5,1.0
Riverside Medical Center,Rural,120,1,2,23,3,0.151,0,227.9,1.0
Riverside Medical Center,Rural,120,10,3,19,4,0.264,1,198.5,1.0
Valley Health Infirmary,Rural,120,2,3,1,2,0.221,1,169.8,1.4
Metro Care Hospital,Urban,350,12,0,1,3,0.172,1,190.2,1.0
Valley Health Infirmary,Rural,120,7,3,21,3,0.219,0,186.9,1.0
Valley Health Infirmary,Rural,120,8,0,23,5,0.245,0,213.3,1.0
Riverside Medical Center,Rural,120,5,6,22,1,0.325,1,126.5,1.5
Valley Health Infirmary,Rural,120,6,4,19,2,0.133,0,233.2,1.0
Riverside Medical Center,Rural,120,12,2,17,3,0.282,0,182.5,1.0
Northside Community Hospital,Urban,200,1,2,19,3,0.321,0,179.0,1.1
Metro Care Hospital,Urban,350,6,4,20,1,0.288,0,115.7,2.8
Valley Health Infirmary,Rural,120,12,5,13,4,0.257,1,206.6,1.0
Riverside Medical Center,Rural,120,8,1,14,3,0.159,1,227.6,1.0
St. Jude General Hospital,Rural,250,3,1,11,3,0.24,0,143.6,2.3
Valley Health Infirmary,Rural,120,11,3,10,3,0.282,1,129.9,2.4
Northside Community Hospital,Urban,200,1,5,10,4,0.219,1,201.7,1.0
Northside Community Hospital,Urban,200,11,0,6,2,0.209,1,145.8,2.2
St. Jude General Hospital,Rural,250,4,6,11,2,0.336,1,125.2,2.4
Riverside Medical Center,Rural,120,1,2,15,2,0.207,1,203.8,1.0
Valley Health Infirmary,Rural,120,8,3,4,3,0.332,0,160.8,1.3
Riverside Medical Center,Rural,120,5,4,1,4,0.25,1,152.9,1.0
Northside Community Hospital,Urban,200,1,5,21,3,0.272,1,201.4,1.0
Riverside Medical Center,Rural,120,8,2,15,2,0.27,1,142.4,1.3
Northside Community Hospital,Urban,200,9,0,22,2,0.272,1,150.6,1.9
Riverside Medical Center,Rural,120,10,0,14,3,0.123,1,254.8,1.0
St. Jude General Hospital,Rural,250,2,1,10,2,0.108,1,248.9,1.0
Metro Care Hospital,Urban,350,9,3,5,4,0.254,1,143.1,1.8
St. Jude General Hospital,Rural,250,8,4,12,2,0.313,1,128.3,1.9
St. Jude General Hospital,Rural,250,7,2,18,1,0.23,0,161.2,2.1
Metro Care Hospital,Urban,350,3,6,9,1,0.174,0,144.2,1.0
Metro Care Hospital,Urban,350,2,0,23,4,0.163,1,216.1,1.0
Valley Health Infirmary,Rural,120,7,2,18,3,0.242,0,175.5,1.0
Valley Health Infirmary,Rural,120,5,4,4,5,0.257,1,163.1,1.8
St. Jude General Hospital,Rural,250,6,2,20,3,0.34,1,152.3,1.7
St. Jude General Hospital,Rural,250,4,3,6,2,0.242,1,119.9,2.7
Northside Community Hospital,Urban,200,2,1,10,3,0.181,1,195.8,1.0
Northside Community Hospital,Urban,200,9,2,13,3,0.241,1,155.5,1.1
Valley Health Infirmary,Rural,120,3,5,22,3,0.301,0,181.1,1.0
Valley Health Infirmary,Rural,120,12,1,20,3,0.225,1,229.4,1.0
Northside Community Hospital,Urban,200,7,4,15,1,0.17,1,178.6,1.3
Northside Community Hospital,Urban,200,8,1,17,1,0.174,1,205.4,1.0
Riverside Medical Center,Rural,120,2,2,20,3,0.261,1,206.5,1.0
Riverside Medical Center,Rural,120,6,2,22,3,0.135,1,258.5,1.0
Northside Community Hospital,Urban,200,11,5,22,4,0.183,1,230.3,1.0
Riverside Medical Center,Rural,120,8,0,3,3,0.135,1,223.5,1.0
Metro Care Hospital,Urban,350,7,5,0,4,0.312,1,161.4,1.3
Valley Health Infirmary,Rural,120,11,2,21,3,0.141,1,232.5,1.0
Valley Health Infirmary,Rural,120,3,6,14,1,0.294,0,141.1,1.9
Northside Community Hospital,Urban,200,1,1,13,5,0.253,1,202.2,1.3
St. Jude General Hospital,Rural,250,6,5,18,3,0.266,1,193.2,1.0
Northside Community Hospital,Urban,200,8,5,4,3,0.275,1,147.6,2.0
Riverside Medical Center,Rural,120,6,6,3,3,0.212,0,201.8,1.0
St. Jude General Hospital,Rural,250,5,6,12,3,0.212,1,160.8,1.7
Riverside Medical Center,Rural,120,11,6,17,4,0.186,1,235.8,1.0
Metro Care Hospital,Urban,350,12,0,11,4,0.225,1,180.7,1.0
Riverside Medical Center,Rural,120,8,2,22,3,0.316,1,167.0,1.6
Metro Care Hospital,Urban,350,2,2,20,3,0.298,0,167.7,1.7
Metro Care Hospital,Urban,350,12,4,14,4,0.256,1,199.2,1.0
Riverside Medical Center,Rural,120,1,0,22,2,0.291,1,191.0,1.7
Riverside Medical Center,Rural,120,1,4,8,3,0.317,1,157.1,1.5
Metro Care Hospital,Urban,350,4,4,3,2,0.303,1,96.5,3.0
St. Jude General Hospital,Rural,250,6,4,4,3,0.214,0,147.1,1.9
Metro Care Hospital,Urban,350,9,3,8,4,0.231,1,163.4,1.7
Valley Health Infirmary,Rural,120,1,4,12,3,0.319,1,169.0,1.3
Metro Care Hospital,Urban,350,12,5,9,2,0.253,0,150.7,1.1
St. Jude General Hospital,Rural,250,1,1,15,3,0.272,1,196.7,1.0
Valley Health Infirmary,Rural,120,5,5,12,4,0.147,1,269.4,1.0
Northside Community Hospital,Urban,200,10,5,3,3,0.165,1,223.3,1.0
Northside Community Hospital,Urban,200,5,2,20,4,0.199,1,202.4,1.1
St. Jude General Hospital,Rural,250,5,3,12,4,0.163,1,216.8,1.0
Metro Care Hospital,Urban,350,10,4,20,1,0.328,1,122.8,2.0
Riverside Medical Center,Rural,120,6,2,7,2,0.17,1,180.8,1.0
St. Jude General Hospital,Rural,250,8,0,12,3,0.229,0,174.0,1.1
Valley Health Infirmary,Rural,120,3,0,14,4,0.14,1,269.1,1.0
Valley Health Infirmary,Rural,120,9,2,19,4,0.156,1,260.7,1.0
Northside Community Hospital,Urban,200,1,1,19,3,0.137,0,270.1,1.0
Valley Health Infirmary,Rural,120,4,2,12,3,0.346,1,140.8,1.7
St. Jude General Hospital,Rural,250,9,2,22,2,0.303,1,128.1,2.6
Valley Health Infirmary,Rural,120,8,3,4,4,0.248,1,181.6,1.0
St. Jude General Hospital,Rural,250,10,0,21,2,0.331,0,125.3,1.7
Riverside Medical Center,Rural,120,9,0,21,3,0.34,1,172.2,1.0
Northside Community Hospital,Urban,200,1,4,5,2,0.202,1,160.5,1.1
Valley Health Infirmary,Rural,120,9,5,4,1,0.195,1,138.2,1.4
St. Jude General Hospital,Rural,250,3,2,12,2,0.193,1,138.6,1.0
Metro Care Hospital,Urban,350,11,2,4,2,0.128,1,195.9,1.0
Northside Community Hospital,Urban,200,12,1,12,3,0.169,0,186.8,1.3
Riverside Medical Center,Rural,120,10,6,23,2,0.202,1,153.5,1.7
St. Jude General Hospital,Rural,250,9,6,19,5,0.128,0,299.3,1.0
Riverside Medical Center,Rural,120,1,0,22,3,0.304,1,170.7,1.5
Riverside Medical Center,Rural,120,1,1,7,3,0.288,0,178.5,1.0
Valley Health Infirmary,Rural,120,9,3,8,3,0.178,1,173.9,1.0
Valley Health Infirmary,Rural,120,11,4,20,3,0.305,1,139.8,1.5
St. Jude General Hospital,Rural,250,6,1,18,1,0.303,1,113.0,2.6
Metro Care Hospital,Urban,350,4,0,19,5,0.197,1,199.7,2.0
St. Jude General Hospital,Rural,250,7,3,14,3,0.259,0,162.1,1.0
