hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Northside Community Hospital,Rural,28,1,5,7,2,0.3333333333333333,3,128,1
Summit Health Center,Urban,196,8,2,19,4,1.0,1,14,4
Riverside Medical Center,Urban,176,10,1,5,2,0.3333333333333333,8,72,2
Northside Community Hospital,Rural,12,1,3,19,2,0.3333333333333333,0,105,2
Summit Health Center,Urban,94,5,6,11,1,0.2,1,107,1
Riverside Medical Center,Urban,80,3,2,17,4,0.5,3,17,5
Riverside Medical Center,Urban,145,8,6,4,2,0.3333333333333333,2,60,3
Riverside Medical Center,Urban,85,7,1,14,1,0.25,4,198,1
Riverside Medical Center,Urban,65,4,5,9,3,0.25,4,22,4
Springfield General Hospital,Urban,174,2,2,19,1,0.2,9,122,1
St. Mary’s Regional Health,Rural,34,6,5,8,4,1.0,0,13,5
Northside Community Hospital,Rural,28,9,0,22,2,0.3333333333333333,2,79,2
Riverside Medical Center,Urban,60,5,4,13,3,0.25,8,53,4
Summit Health Center,Urban,126,4,1,19,3,0.3333333333333333,10,35,4
Riverside Medical Center,Urban,171,1,1,1,3,0.3333333333333333,8,40,4
Springfield General Hospital,Urban,65,9,4,16,4,1.0,4,19,4
St. Mary’s Regional Health,Rural,11,10,5,11,4,1.0,1,6,5
Northside Community Hospital,Rural,15,9,3,11,2,0.25,2,74,3
Summit Health Center,Urban,53,9,4,16,4,0.5,1,18,5
Summit Health Center,Urban,76,5,2,16,1,0.25,1,169,1
St. Mary’s Regional Health,Rural,39,3,5,12,2,0.25,3,84,2
Springfield General Hospital,Urban,101,8,3,14,3,0.25,5,31,4
Riverside Medical Center,Urban,72,3,1,13,4,0.5,2,8,4
Summit Health Center,Urban,164,3,3,8,2,0.3333333333333333,1,82,2
St. Mary’s Regional Health,Rural,25,1,1,20,4,0.5,0,30,4
Summit Health Center,Urban,135,7,0,19,3,0.3333333333333333,6,80,3
Summit Health Center,Urban,166,9,2,9,4,1.0,1,13,4
Springfield General Hospital,Urban,64,9,6,14,4,1.0,4,15,4
Springfield General Hospital,Urban,66,5,3,9,1,0.2,10,124,1
Summit Health Center,Urban,130,11,0,5,4,1.0,9,27,4
St. Mary’s Regional Health,Rural,34,5,2,4,4,1.0,2,4,5
Riverside Medical Center,Urban,63,5,0,18,4,0.5,6,21,4
Riverside Medical Center,Urban,66,10,4,20,4,0.5,8,15,5
Northside Community Hospital,Rural,43,7,5,4,4,0.5,3,15,4
St. Mary’s Regional Health,Rural,36,1,3,1,1,0.25,0,332,1
St. Mary’s Regional Health,Rural,33,6,3,5,2,0.3333333333333333,3,139,1
Riverside Medical Center,Urban,196,5,5,12,3,0.25,8,52,4
Springfield General Hospital,Urban,95,3,5,10,2,0.3333333333333333,1,60,3
Springfield General Hospital,Urban,74,7,1,7,1,0.25,8,141,1
St. Mary’s Regional Health,Rural,21,5,6,12,2,0.3333333333333333,1,83,3
St. Mary’s Regional Health,Rural,19,5,0,12,2,0.3333333333333333,1,103,2
Springfield General Hospital,Urban,136,2,0,18,2,0.3333333333333333,6,154,1
Summit Health Center,Urban,66,6,0,17,4,1.0,3,19,5
Riverside Medical Center,Urban,130,4,1,22,2,0.3333333333333333,1,50,3
Riverside Medical Center,Urban,78,11,1,7,4,0.5,3,23,5
Summit Health Center,Urban,68,11,3,22,4,0.5,3,21,4
Springfield General Hospital,Urban,97,9,3,13,4,1.0,10,16,4
Summit Health Center,Urban,109,7,6,17,1,0.2,8,148,1
Northside Community Hospital,Rural,47,7,4,23,3,0.25,2,45,3
Summit Health Center,Urban,179,1,6,8,1,0.2,6,175,1
Summit Health Center,Urban,115,2,2,12,3,0.25,6,33,4
Summit Health Center,Urban,81,11,2,4,4,1.0,4,15,4
St. Mary’s Regional Health,Rural,47,8,6,17,4,1.0,2,9,5
St. Mary’s Regional Health,Rural,45,10,4,9,3,0.25,1,40,3
St. Mary’s Regional Health,Rural,25,9,5,8,1,0.25,0,168,1
Springfield General Hospital,Urban,116,11,4,10,2,0.25,5,75,2
Springfield General Hospital,Urban,127,12,3,19,1,0.25,7,232,1
Northside Community Hospital,Rural,22,6,0,20,2,0.3333333333333333,2,137,1
Northside Community Hospital,Rural,24,6,0,12,4,1.0,1,31,4
Springfield General Hospital,Urban,131,2,4,0,3,0.3333333333333333,7,73,3
Summit Health Center,Urban,175,12,1,16,4,0.5,5,20,4
St. Mary’s Regional Health,Rural,15,11,1,11,4,1.0,1,18,4
Summit Health Center,Urban,97,8,3,0,1,0.2,5,221,1
Summit Health Center,Urban,165,12,0,0,3,0.3333333333333333,4,50,3
Springfield General Hospital,Urban,168,6,5,2,3,0.3333333333333333,5,50,3
Springfield General Hospital,Urban,74,1,2,23,3,0.25,5,51,3
St. Mary’s Regional Health,Rural,42,1,5,6,2,0.25,1,135,1
Springfield General Hospital,Urban,135,5,3,8,1,0.2,1,193,1
Riverside Medical Center,Urban,56,1,5,17,3,0.3333333333333333,4,58,3
Summit Health Center,Urban,86,6,3,23,2,0.25,3,98,2
Springfield General Hospital,Urban,182,3,3,18,1,0.25,3,104,1
Riverside Medical Center,Urban,160,10,6,8,2,0.25,2,58,3
Springfield General Hospital,Urban,69,4,1,1,1,0.25,9,162,1
Riverside Medical Center,Urban,159,2,2,2,3,0.3333333333333333,10,27,4
Northside Community Hospital,Rural,35,11,1,14,3,0.25,1,22,5
St. Mary’s Regional Health,Rural,21,7,6,12,4,0.5,0,22,4
St. Mary’s Regional Health,Rural,49,8,0,16,1,0.25,2,215,1
Springfield General Hospital,Urban,110,9,0,19,2,0.3333333333333333,1,59,3
St. Mary’s Regional Health,Rural,31,6,4,10,4,1.0,2,24,5
St. Mary’s Regional Health,Rural,29,12,0,23,1,0.2,3,221,1
Riverside Medical Center,Urban,97,9,1,0,2,0.25,3,78,2
Springfield General Hospital,Urban,146,8,4,9,1,0.2,9,238,1
St. Mary’s Regional Health,Rural,26,9,4,17,3,0.3333333333333333,2,33,4
Riverside Medical Center,Urban,169,12,2,16,1,0.25,5,171,1
Northside Community Hospital,Rural,30,12,4,21,1,0.2,2,141,1
Springfield General Hospital,Urban,191,12,3,19,3,0.25,3,78,2
St. Mary’s Regional Health,Rural,25,10,2,14,2,0.3333333333333333,3,80,2
St. Mary’s Regional Health,Rural,33,1,3,19,3,0.3333333333333333,0,63,3
Riverside Medical Center,Urban,129,2,5,0,3,0.25,9,56,3
Northside Community Hospital,Rural,40,9,3,7,1,0.25,3,117,1
Springfield General Hospital,Urban,83,7,1,8,2,0.3333333333333333,6,39,3
Riverside Medical Center,Urban,78,8,0,19,2,0.3333333333333333,1,95,2
Springfield General Hospital,Urban,183,6,6,16,1,0.25,8,156,1
St. Mary’s Regional Health,Rural,13,7,5,17,1,0.2,1,195,1
Summit Health Center,Urban,94,9,5,18,4,0.5,5,16,5
Springfield General Hospital,Urban,173,5,2,18,4,0.5,8,16,4
Springfield General Hospital,Urban,51,8,0,16,1,0.25,6,164,1
St. Mary’s Regional Health,Rural,36,11,0,17,2,0.25,2,138,1
Summit Health Center,Urban,100,9,4,16,2,0.3333333333333333,10,87,2
Springfield General Hospital,Urban,68,2,5,11,1,0.2,1,232,1
St. Mary’s Regional Health,Rural,29,2,4,0,2,0.3333333333333333,3,159,1
St. Mary’s Regional Health,Rural,27,7,1,2,2,0.25,1,159,1
Springfield General Hospital,Urban,157,7,5,21,1,0.25,6,88,2
St. Mary’s Regional Health,Rural,38,2,3,5,2,0.3333333333333333,3,51,3
Northside Community Hospital,Rural,14,3,5,17,4,1.0,2,5,5
Riverside Medical Center,Urban,92,7,4,11,4,0.5,3,21,4
Northside Community Hospital,Rural,33,2,3,22,1,0.25,1,193,1
Springfield General Hospital,Urban,134,3,6,19,4,0.5,6,16,4
Northside Community Hospital,Rural,18,8,4,22,3,0.25,1,53,3
Summit Health Center,Urban,124,12,2,15,4,1.0,5,20,4
Northside Community Hospital,Rural,23,10,2,1,3,0.3333333333333333,0,43,4
Northside Community Hospital,Rural,32,2,6,10,4,0.5,3,23,4
Summit Health Center,Urban,111,8,2,23,4,1.0,1,14,5
Northside Community Hospital,Rural,50,3,0,23,3,0.3333333333333333,0,33,4
Summit Health Center,Urban,156,10,1,19,2,0.3333333333333333,1,71,2
Northside Community Hospital,Rural,28,8,3,17,4,1.0,2,18,4
Summit Health Center,Urban,197,1,0,3,2,0.3333333333333333,6,145,1
Northside Community Hospital,Rural,42,7,5,12,1,0.2,3,157,1
Northside Community Hospital,Rural,50,9,4,22,1,0.25,3,77,2
St. Mary’s Regional Health,Rural,10,9,0,8,3,0.3333333333333333,3,38,4
Northside Community Hospital,Rural,46,5,3,13,4,1.0,1,7,5
Northside Community Hospital,Rural,48,10,3,1,4,1.0,3,21,4
Northside Community Hospital,Rural,18,10,5,22,4,0.5,0,16,5
Springfield General Hospital,Urban,127,1,1,13,2,0.25,9,124,1
Summit Health Center,Urban,152,5,3,7,3,0.25,2,41,4
Riverside Medical Center,Urban,163,5,6,14,4,1.0,9,11,5
Northside Community Hospital,Rural,22,7,0,19,3,0.25,2,47,4
St. Mary’s Regional Health,Rural,48,4,0,20,1,0.2,1,180,1
Springfield General Hospital,Urban,125,1,4,8,2,0.3333333333333333,8,172,1
Springfield General Hospital,Urban,195,9,6,21,2,0.25,7,104,2
Summit Health Center,Urban,78,2,6,1,3,0.25,7,69,2
Springfield General Hospital,Urban,135,6,4,10,2,0.25,7,115,2
Riverside Medical Center,Urban,76,1,0,10,3,0.25,6,68,3
Northside Community Hospital,Rural,30,11,1,23,2,0.25,0,87,2
Northside Community Hospital,Rural,36,2,5,14,4,0.5,2,29,4
Summit Health Center,Urban,142,3,2,8,2,0.25,8,113,2
Summit Health Center,Urban,110,5,5,5,1,0.2,4,161,1
Springfield General Hospital,Urban,198,5,4,4,1,0.25,6,117,1
Springfield General Hospital,Urban,153,9,0,15,1,0.25,8,196,1
Springfield General Hospital,Urban,174,7,1,15,3,0.3333333333333333,10,36,4
Riverside Medical Center,Urban,145,2,5,3,1,0.2,5,169,1
Summit Health Center,Urban,51,9,1,3,1,0.2,7,107,1
Northside Community Hospital,Rural,43,4,5,21,4,0.5,1,17,4
Springfield General Hospital,Urban,114,7,4,19,4,0.5,2,17,5
Northside Community Hospital,Rural,20,5,5,21,1,0.25,1,113,1
St. Mary’s Regional Health,Rural,24,2,4,7,4,1.0,2,27,4
Northside Community Hospital,Rural,45,11,5,3,4,1.0,0,10,5
Summit Health Center,Urban,189,12,4,13,3,0.3333333333333333,2,55,3
St. Mary’s Regional Health,Rural,45,11,3,2,3,0.25,0,38,4
Riverside Medical Center,Urban,71,12,2,20,3,0.25,6,74,2
Springfield General Hospital,Urban,192,2,2,17,3,0.3333333333333333,2,61,3
Riverside Medical Center,Urban,174,2,3,0,4,1.0,2,10,4
Springfield General Hospital,Urban,155,9,6,6,4,1.0,1,11,4
Summit Health Center,Urban,131,8,5,9,3,0.25,2,33,4
St. Mary’s Regional Health,Rural,38,7,2,18,2,0.3333333333333333,0,67,3
Springfield General Hospital,Urban,107,8,4,16,3,0.3333333333333333,5,53,3
Summit Health Center,Urban,154,1,1,2,4,0.5,7,24,4
Riverside Medical Center,Urban,71,6,1,21,4,1.0,3,23,4
Springfield General Hospital,Urban,99,11,5,19,2,0.25,4,65,3
Northside Community Hospital,Rural,50,5,3,19,4,1.0,1,5,5
Northside Community Hospital,Rural,50,1,4,10,3,0.3333333333333333,1,60,3
St. Mary’s Regional Health,Rural,13,11,6,20,2,0.25,0,77,3
Summit Health Center,Urban,180,11,6,4,4,0.5,4,6,5
St. Mary’s Regional Health,Rural,39,1,4,10,1,0.25,3,304,1
Summit Health Center,Urban,110,4,1,0,4,0.5,9,25,4
St. Mary’s Regional Health,Rural,29,7,5,18,3,0.3333333333333333,3,22,4
Riverside Medical Center,Urban,138,9,0,15,2,0.3333333333333333,10,45,4
Riverside Medical Center,Urban,59,11,6,12,3,0.3333333333333333,4,25,4
St. Mary’s Regional Health,Rural,25,2,3,16,1,0.25,0,145,1
Springfield General Hospital,Urban,59,8,0,12,3,0.3333333333333333,4,62,3
Springfield General Hospital,Urban,152,4,1,1,1,0.25,8,124,1
Springfield General Hospital,Urban,96,2,3,11,1,0.2,2,256,1
Riverside Medical Center,Urban,186,3,0,10,4,0.5,1,20,5
St. Mary’s Regional Health,Rural,40,12,0,21,2,0.25,2,169,1
Riverside Medical Center,Urban,175,1,6,13,2,0.25,4,107,2
Summit Health Center,Urban,151,6,4,16,2,0.3333333333333333,2,88,2
Summit Health Center,Urban,102,10,0,0,4,1.0,1,17,4
Northside Community Hospital,Rural,36,9,1,15,3,0.3333333333333333,0,44,3
Summit Health Center,Urban,60,7,1,10,2,0.25,1,94,2
Northside Community Hospital,Rural,27,9,6,15,1,0.25,1,119,1
Springfield General Hospital,Urban,139,4,4,14,1,0.25,4,218,1
Northside Community Hospital,Rural,29,11,0,7,4,1.0,1,22,4
St. Mary’s Regional Health,Rural,46,8,3,10,4,1.0,2,23,4
Riverside Medical Center,Urban,183,7,5,19,1,0.2,2,164,1
St. Mary’s Regional Health,Rural,37,6,5,10,2,0.3333333333333333,3,88,3
Riverside Medical Center,Urban,52,9,1,22,4,0.5,4,17,5
Northside Community Hospital,Rural,20,3,1,6,1,0.2,3,148,1
Springfield General Hospital,Urban,171,11,4,8,1,0.2,10,133,1
Summit Health Center,Urban,168,12,3,15,4,1.0,9,18,4
Northside Community Hospital,Rural,36,10,3,9,3,0.25,3,29,4
Summit Health Center,Urban,122,4,0,2,2,0.3333333333333333,1,106,2
St. Mary’s Regional Health,Rural,38,3,2,18,3,0.3333333333333333,1,23,5
Springfield General Hospital,Urban,126,9,0,8,2,0.25,10,152,1
Northside Community Hospital,Rural,41,2,1,12,1,0.25,3,164,1
Summit Health Center,Urban,173,8,0,21,2,0.3333333333333333,10,136,1
Riverside Medical Center,Urban,101,6,5,9,1,0.2,8,167,1
Springfield General Hospital,Urban,176,2,5,22,1,0.25,6,167,1
Summit Health Center,Urban,119,10,3,9,3,0.25,4,58,3
Summit Health Center,Urban,157,9,2,4,4,1.0,4,10,5
Riverside Medical Center,Urban,78,4,2,10,3,0.3333333333333333,5,21,5
Summit Health Center,Urban,91,5,3,13,4,1.0,3,16,5
Springfield General Hospital,Urban,181,8,1,16,2,0.25,4,59,3
Summit Health Center,Urban,64,4,4,18,1,0.25,5,190,1
St. Mary’s Regional Health,Rural,25,5,0,1,2,0.25,3,110,2
Summit Health Center,Urban,62,10,3,1,2,0.3333333333333333,6,53,4
St. Mary’s Regional Health,Rural,20,10,5,11,1,0.2,2,107,2
Springfield General Hospital,Urban,77,1,0,11,4,0.5,7,24,4
St. Mary’s Regional Health,Rural,28,8,0,23,1,0.25,1,257,1
Northside Community Hospital,Rural,26,6,2,10,2,0.25,3,90,2
St. Mary’s Regional Health,Rural,22,6,3,21,2,0.3333333333333333,2,71,3
Riverside Medical Center,Urban,163,4,2,9,4,0.5,1,25,4
St. Mary’s Regional Health,Rural,46,12,3,10,4,1.0,3,13,4
Northside Community Hospital,Rural,40,5,5,13,2,0.25,3,89,2
St. Mary’s Regional Health,Rural,37,8,6,9,1,0.25,2,163,1
Northside Community Hospital,Rural,50,7,6,18,4,1.0,2,7,5
Springfield General Hospital,Urban,154,9,0,11,3,0.3333333333333333,5,42,3
Summit Health Center,Urban,134,3,0,10,3,0.25,6,66,3
Northside Community Hospital,Rural,49,11,6,13,3,0.3333333333333333,0,34,4
St. Mary’s Regional Health,Rural,12,8,6,21,3,0.3333333333333333,2,26,4
St. Mary’s Regional Health,Rural,30,5,2,16,3,0.3333333333333333,3,37,4
Northside Community Hospital,Rural,46,2,2,23,2,0.3333333333333333,1,128,1
Springfield General Hospital,Urban,198,11,4,22,3,0.25,7,62,3
Springfield General Hospital,Urban,112,12,2,15,4,0.5,5,32,4
St. Mary’s Regional Health,Rural,36,4,5,15,2,0.25,0,86,2
Riverside Medical Center,Urban,124,9,0,16,2,0.3333333333333333,8,79,2
Springfield General Hospital,Urban,107,3,6,8,4,1.0,8,12,5
Summit Health Center,Urban,159,12,5,0,4,1.0,10,26,4
Springfield General Hospital,Urban,166,10,0,18,4,0.5,10,30,4
Riverside Medical Center,Urban,135,4,0,1,2,0.25,9,109,1
Riverside Medical Center,Urban,91,11,4,10,1,0.2,6,95,1
Springfield General Hospital,Urban,109,3,3,4,3,0.25,10,38,3
Riverside Medical Center,Urban,119,4,5,2,2,0.3333333333333333,10,70,2
Springfield General Hospital,Urban,121,10,4,9,2,0.25,4,139,1
Northside Community Hospital,Rural,17,2,1,2,4,0.5,3,19,5
St. Mary’s Regional Health,Rural,15,9,5,8,4,0.5,0,11,4
Riverside Medical Center,Urban,123,4,3,6,1,0.25,6,119,1
Springfield General Hospital,Urban,92,1,3,21,1,0.2,8,228,1
Springfield General Hospital,Urban,155,3,1,14,1,0.25,2,143,1
Summit Health Center,Urban,128,7,4,5,4,0.5,4,24,4
St. Mary’s Regional Health,Rural,10,4,5,1,4,0.5,0,15,4
St. Mary’s Regional Health,Rural,41,11,4,10,4,1.0,1,8,5
Springfield General Hospital,Urban,180,4,1,4,4,1.0,4,19,4
Riverside Medical Center,Urban,83,10,4,5,4,1.0,3,13,5
Riverside Medical Center,Urban,98,4,1,20,3,0.25,1,58,3
Riverside Medical Center,Urban,96,7,1,6,1,0.25,5,220,1
Springfield General Hospital,Urban,175,12,3,1,2,0.25,3,163,1
Springfield General Hospital,Urban,148,3,5,6,4,0.5,1,12,4
Springfield General Hospital,Urban,190,12,2,16,2,0.3333333333333333,5,98,2
St. Mary’s Regional Health,Rural,24,5,4,11,2,0.3333333333333333,0,110,2
St. Mary’s Regional Health,Rural,36,1,6,20,2,0.25,0,104,1
Northside Community Hospital,Rural,25,4,4,10,2,0.3333333333333333,0,93,2
St. Mary’s Regional Health,Rural,46,11,5,23,1,0.25,3,147,1
St. Mary’s Regional Health,Rural,15,12,1,16,2,0.25,0,107,2
Springfield General Hospital,Urban,119,9,4,22,3,0.25,7,57,3
Riverside Medical Center,Urban,181,10,5,18,2,0.25,10,50,4
Northside Community Hospital,Rural,37,5,1,3,1,0.25,2,126,1
Springfield General Hospital,Urban,80,11,6,15,1,0.25,10,124,1
Summit Health Center,Urban,155,6,4,14,4,0.5,3,23,4
Northside Community Hospital,Rural,12,10,5,0,4,1.0,1,17,4
Summit Health Center,Urban,117,4,0,17,3,0.25,1,45,4
Northside Community Hospital,Rural,15,6,3,14,4,0.5,1,30,4
Springfield General Hospital,Urban,190,9,6,19,1,0.2,5,109,1
Summit Health Center,Urban,181,3,0,2,3,0.3333333333333333,1,46,4
St. Mary’s Regional Health,Rural,34,5,1,12,2,0.25,3,131,1
Springfield General Hospital,Urban,150,11,0,9,3,0.3333333333333333,6,47,3
St. Mary’s Regional Health,Rural,24,4,4,12,2,0.3333333333333333,0,102,1
Springfield General Hospital,Urban,116,12,0,11,1,0.2,6,265,1
St. Mary’s Regional Health,Rural,44,1,5,20,4,1.0,1,13,5
Springfield General Hospital,Urban,90,6,5,14,2,0.25,9,47,3
Riverside Medical Center,Urban,54,9,4,0,3,0.25,4,40,3
Summit Health Center,Urban,181,7,6,22,1,0.25,9,167,1
Springfield General Hospital,Urban,65,11,0,9,3,0.3333333333333333,7,53,3
Northside Community Hospital,Rural,16,1,3,8,3,0.3333333333333333,3,41,3
Springfield General Hospital,Urban,151,11,2,23,3,0.25,6,38,4
Northside Community Hospital,Rural,30,6,0,23,2,0.25,0,125,1
St. Mary’s Regional Health,Rural,36,4,3,15,2,0.3333333333333333,2,67,3
Riverside Medical Center,Urban,145,3,5,10,1,0.25,2,150,1
St. Mary’s Regional Health,Rural,38,3,6,1,4,1.0,3,17,4
Summit Health Center,Urban,126,10,3,8,1,0.2,5,148,1
St. Mary’s Regional Health,Rural,38,6,4,12,4,1.0,2,19,4
Springfield General Hospital,Urban,105,12,5,17,3,0.3333333333333333,5,27,4
Summit Health Center,Urban,65,11,6,3,4,0.5,5,12,4
Summit Health Center,Urban,89,6,6,18,2,0.3333333333333333,3,70,2
Riverside Medical Center,Urban,131,9,0,20,3,0.3333333333333333,5,32,4
Springfield General Hospital,Urban,110,8,1,14,2,0.3333333333333333,3,85,2
St. Mary’s Regional Health,Rural,10,7,4,15,3,0.25,3,66,2
Riverside Medical Center,Urban,62,4,1,13,4,0.5,10,26,4
Summit Health Center,Urban,170,9,0,8,4,1.0,1,13,4
Riverside Medical Center,Urban,82,12,1,10,3,0.3333333333333333,4,48,3
Northside Community Hospital,Rural,43,10,6,10,3,0.3333333333333333,0,18,4
St. Mary’s Regional Health,Rural,24,1,4,9,2,0.25,0,147,1
Northside Community Hospital,Rural,16,9,0,21,3,0.25,3,26,4
Summit Health Center,Urban,184,8,4,16,1,0.25,3,208,1
Northside Community Hospital,Rural,42,4,2,8,4,1.0,2,6,4
Northside Community Hospital,Rural,21,6,2,15,4,1.0,0,18,4
Riverside Medical Center,Urban,67,2,2,6,4,1.0,8,19,4
Riverside Medical Center,Urban,163,7,2,6,1,0.2,5,172,1
Springfield General Hospital,Urban,151,10,4,10,3,0.3333333333333333,3,34,4
Northside Community Hospital,Rural,35,12,2,4,4,1.0,3,17,4
Springfield General Hospital,Urban,192,11,2,14,1,0.2,7,172,1
Northside Community Hospital,Rural,44,12,5,3,1,0.25,2,148,1
Northside Community Hospital,Rural,39,10,1,13,1,0.2,3,113,1
Springfield General Hospital,Urban,171,9,4,22,4,0.5,4,24,4
Riverside Medical Center,Urban,130,5,6,17,1,0.2,1,90,2
Summit Health Center,Urban,88,1,3,15,1,0.25,4,305,1
Springfield General Hospital,Urban,170,12,1,3,2,0.3333333333333333,1,137,1
St. Mary’s Regional Health,Rural,11,11,1,2,2,0.25,1,70,3
Springfield General Hospital,Urban,187,9,1,6,4,0.5,1,25,5
Riverside Medical Center,Urban,52,4,6,0,2,0.25,1,41,3
Northside Community Hospital,Rural,48,7,4,3,4,1.0,0,17,4
Summit Health Center,Urban,111,4,4,10,4,1.0,3,15,5
Summit Health Center,Urban,183,2,6,14,4,0.5,3,8,5
Riverside Medical Center,Urban,126,5,1,11,3,0.3333333333333333,4,33,4
Springfield General Hospital,Urban,88,10,5,7,4,0.5,8,16,5
Riverside Medical Center,Urban,195,7,0,13,3,0.25,8,77,2
St. Mary’s Regional Health,Rural,15,11,3,16,1,0.2,1,139,1
Riverside Medical Center,Urban,83,6,4,23,3,0.25,5,48,4
St. Mary’s Regional Health,Rural,18,11,1,5,2,0.3333333333333333,1,77,2
Summit Health Center,Urban,160,12,0,0,4,0.5,5,25,4
Northside Community Hospital,Rural,42,10,5,16,4,1.0,2,7,5
Riverside Medical Center,Urban,53,4,2,7,2,0.25,9,81,2
St. Mary’s Regional Health,Rural,26,3,2,15,3,0.3333333333333333,0,36,4
Summit Health Center,Urban,187,2,5,23,3,0.25,9,46,3
Springfield General Hospital,Urban,133,3,3,12,2,0.25,6,84,2
St. Mary’s Regional Health,Rural,27,6,4,16,1,0.25,3,193,1
Riverside Medical Center,Urban,68,7,1,5,1,0.2,5,243,1
Springfield General Hospital,Urban,85,5,4,21,4,1.0,5,19,5
Springfield General Hospital,Urban,133,3,0,5,2,0.3333333333333333,8,91,2
Springfield General Hospital,Urban,146,9,6,13,3,0.25,5,43,3
St. Mary’s Regional Health,Rural,47,7,2,9,1,0.2,3,157,1
Springfield General Hospital,Urban,78,1,6,7,4,0.5,5,26,4
Summit Health Center,Urban,157,7,4,6,2,0.25,10,132,1
Riverside Medical Center,Urban,129,3,3,22,1,0.2,7,188,1
Summit Health Center,Urban,123,3,0,9,4,0.5,8,12,5
Springfield General Hospital,Urban,87,7,0,15,3,0.3333333333333333,5,38,3
St. Mary’s Regional Health,Rural,48,4,6,17,4,0.5,2,14,5
Northside Community Hospital,Rural,45,2,3,8,3,0.3333333333333333,0,44,4
Summit Health Center,Urban,146,9,0,6,1,0.2,4,141,1
St. Mary’s Regional Health,Rural,32,6,0,21,3,0.3333333333333333,1,26,4
St. Mary’s Regional Health,Rural,44,10,2,6,1,0.2,1,119,1
Summit Health Center,Urban,105,5,3,13,4,1.0,3,13,4
Northside Community Hospital,Rural,16,10,5,18,3,0.25,0,21,4
St. Mary’s Regional Health,Rural,28,10,1,2,3,0.3333333333333333,3,18,4
Springfield General Hospital,Urban,68,5,4,16,4,1.0,4,15,4
Springfield General Hospital,Urban,188,10,0,4,1,0.25,4,131,1
Riverside Medical Center,Urban,61,2,4,12,3,0.3333333333333333,8,60,3
Summit Health Center,Urban,196,2,6,0,2,0.3333333333333333,8,135,1
Springfield General Hospital,Urban,94,10,3,5,1,0.2,3,128,1
Northside Community Hospital,Rural,24,11,5,7,4,1.0,3,13,4
Northside Community Hospital,Rural,41,8,6,16,1,0.25,3,197,1
St. Mary’s Regional Health,Rural,29,10,2,7,2,0.3333333333333333,2,67,3
